17.5034267902,21,0.0927117659
15.5305306911,13,0.0207081711
15.5301680565,13,0.0234077778
15.6049647331,0,0
15.0709505081,20,0.0531726815
15.6441297531,3,0.0008466533
15.7260622978,15,0.0321192971
15.1995418072,11,0.0117116552
15.8971054554,15,0.028233741
15.0914590359,9,0.0163318848
16.0865182877,12,0.0195837612
0.8162965775,0,0
16.7098674774,4,0.0015482472
16.1932582855,7,0.0089656085
16.3295631409,6,0.0049974311
15.154116869,4,0.0031200489
16.3622050285,4,0.0023332686
2.6138665676,0,0
16.7117526531,1,0.0001123596
17.2950391769,23,0.1143185095
17.7486767769,4,0.002308592
15.5181424618,8,0.0092032194
15.8183071613,6,0.0126721271
16.152826786,0,0
15.4066162109,5,0.0049412683
15.113563776,1,0.0007142857
15.5210504532,0,0
16.5354933739,2,0.0003748126
15.1688342094,5,0.0041196272
16.06553936,14,0.0315882627
15.3905155659,5,0.003390804
15.4669675827,5,0.0057649941
16.1412620544,0,0
16.508202076,12,0.0223524769
16.5212190151,18,0.0485665197
17.0088913441,5,0.0030101411
15.5888707638,0,0
15.979944706,14,0.0300788919
15.8070027828,9,0.0187106694
16.5467617512,0,0
15.4884614944,1,0.000212766
15.9313247204,13,0.0340965777
14.7194774151,5,0.0031475688
15.426939249,0,0
16.1278700829,1,0.0001234568
16.2806425095,4,0.0019361472
15.2887473106,7,0.0224102564
16.1809370518,5,0.0047698413
1.0739591122,0,0
15.7041788101,10,0.0202524507
15.8730254173,2,0.0010846561
0.7716767788,0,0
1.3375661373,0,0
16.8972434998,19,0.0490499174
15.7420754433,5,0.0160998795
1.2833192348,0,0
15.1578850746,35,0.2239238559
16.4884352684,6,0.0035715317
1.1521451473,0,0
14.7761838436,1,0.0001041667
0.7786345482,0,0
16.8004500866,10,0.0120331284
0.7642486095,0,0
14.6850783825,5,0.0068588447
15.1195816994,0,0
16.9773771763,16,0.058392428
16.1398575306,13,0.0386499618
16.821177721,13,0.0235764098
0.7796661854,0,0
14.8135993481,9,0.0096719851
15.3096969128,5,0.0035952257
17.2803082466,2,0.0035580524
17.1428041458,22,0.0800233305
16.5674920082,5,0.0059436544
16.8651900291,10,0.0203463852
16.7506592274,15,0.0440821206
15.9451355934,17,0.0570779428
16.3497035503,11,0.0287417575
1.5742564201,0,0
16.3996374607,22,0.0466316266
16.3393273354,13,0.028736441
15.6692585945,7,0.0070273576
15.7131972313,12,0.0152176152
14.6931147575,1,0.00015625
15.1574409008,20,0.0713674429
15.0560433865,12,0.038708612
15.2789268494,0,0
17.3085098267,12,0.0266316679
16.6852836609,0,0
16.9454069138,5,0.0034001496
15.9881489277,33,0.1769913764
15.3386058807,1,0.00025
16.0201804638,10,0.0076574299
15.9563453197,1,0.0001052632
16.4729368687,6,0.0139357035
16.6148879528,9,0.0176141333
14.9220540524,0,0
15.1142802238,3,0.00143881
16.3640155792,0,0
18.4330992699,3,0.0014404762
15.9450488091,0,0
15.4496963024,13,0.0191571982
15.1017496586,12,0.0214325168
14.7298765182,12,0.0252459649
14.5575437546,0,0
16.8024384975,0,0
17.1545388699,7,0.0152096525
16.1592566967,12,0.0216857247
15.0157244205,8,0.0464047619
15.7377316952,1,0.0002083333
0.8010308743,0,0
16.0121998787,0,0
15.5956811905,10,0.0098117856
15.2505879402,4,0.0098806366
15.4274439812,9,0.0081380349
15.3756177425,0,0
16.2545778751,1,0.0002777778
15.7714192867,1,0.0001098901
16.2031140327,18,0.0453302707
0.7861185074,0,0
17.7377812862,8,0.0111637712
0.7865657806,0,0
16.3093297482,3,0.003019289
15.212157038,10.3580246914,0.0228232589
